Canonical	Names	Description	Source	Link
nen girith	Nen Girith	The Shuddering Water	Encyclopedia Arda	http://www.glyphweb.com/arda/n/nengirith.html
nen-cenedril	Kheled-zâram	The shimmering Mirrormere	Encyclopedia Arda	http://www.glyphweb.com/arda/k/kheledzaram.html
nen-cenedril	Mirrormere	The hallowed lake of Kheled-zâram	Encyclopedia Arda	http://www.glyphweb.com/arda/m/mirrormere.html
nen-cenedril	Mirrormere / Nen Cenedril / Kheled-zaram		The Thain's Book	http://www.tuckborough.net/lakes.html#Mirrormere
nen-cenedril	Mirrormere / Kheled-zâram		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Mirrormere
nen-hithoel	Nen Hithoel	The great lake that fed the Falls of Rauros	Encyclopedia Arda	http://www.glyphweb.com/arda/n/nenhithoel.html
nen-hithoel	"Nen Hithoel / Hithoel, Nen"		The Thain's Book	http://www.tuckborough.net/lakes.html#Hithoel
nen-hithoel	Nen Hithoel		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nen_Hithoel
nen-lalaith	Nen Lalaith	The laughing stream	Encyclopedia Arda	http://www.glyphweb.com/arda/n/nenlalaith.html
nenning	Nenning / River Nenning	The river that met the Sea at Eglarest	Encyclopedia Arda	http://www.glyphweb.com/arda/n/nenning.html
nenuial	Evendim		Encyclopedia Arda	http://www.glyphweb.com/arda/e/evendim.html
nenuial	Evendim / Lake Evendim	The lake on which Annúminas stood	Encyclopedia Arda	http://www.glyphweb.com/arda/l/lakeevendim.html
nenuial	Nenuial	Lake Evendim	Encyclopedia Arda	http://www.glyphweb.com/arda/n/nenuial.html
nenuial	"Nenuial / Lake Evendim / Evendim, Lake"		The Thain's Book	http://www.tuckborough.net/lakes.html#Evendim
nenuial	Lake Nenuial		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Lake_Evendim
nenuial	Nenuial		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nenuial
nerbury	Newbury	A village of Buckland	Encyclopedia Arda	http://www.glyphweb.com/arda/n/newbury.html
new-row	New Row	The smials that replaced Bagshot Row	Encyclopedia Arda	http://www.glyphweb.com/arda/n/newrow.html
new-row	New Row / Bagshot Row / Sharkey's End / Better Smials / Battle Gardens / Number 3 Bagshot Row		The Thain's Book	http://www.tuckborough.net/dwellings.html#Bagshot%20Row
newbury	Newbury		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Newbury
nimbrethil	Nimbrethil	The birchwoods of Arvernien	Encyclopedia Arda	http://www.glyphweb.com/arda/n/nimbrethil.html
nimrodel	"Nimrodel / Nimrodel, River"	The river of the lost Elf-maiden	Encyclopedia Arda	http://www.glyphweb.com/arda/n/nimrodelriver.html
nimrodel	Nimrodel		The Thain's Book	http://www.tuckborough.net/elves.html#Nimrodel
nimrodel	Nimrodel		The Thain's Book	http://www.tuckborough.net/rivers.html#Nimrodel
nimrodel	Nimrodel		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nimrodel
nin-in-eilph	Nîn-in-Eilph	The marshland region known as Swanfleet	Encyclopedia Arda	http://www.glyphweb.com/arda/n/ninineilph.html
nin-in-eilph	Swanfleet	The great marshlands of the River Glanduin	Encyclopedia Arda	http://www.glyphweb.com/arda/s/swanfleet.html
nin-in-eilph	Swanfleet (Nîn-in-Eilph)		The Thain's Book	http://www.tuckborough.net/marshes.html#Swanfleet
nin-in-eilph	Great Fens / Swanfleet		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Swanfleet
nin-in-eilph	Nîn-in-Eilph		Tolkien Gateway	http://www.tolkiengateway.net/wiki/N%C3%AEn-in-Eilph
nindalf	Nindalf	The Wetwang marshes beneath the Emyn Muil	Encyclopedia Arda	http://www.glyphweb.com/arda/n/nindalf.html
nindalf	Wetwang	The great marshland beneath the Emyn Muil	Encyclopedia Arda	http://www.glyphweb.com/arda/w/wetwang.html
nindalf	Wetwang (Nindalf)		The Thain's Book	http://www.tuckborough.net/marshes.html#Wetwang
nindalf	Nindalf		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nindalf
nindalf	Wetwang		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Wetwang
nindamos	Nindamos	A shoreland settlement of southern Númenor	Encyclopedia Arda	http://www.glyphweb.com/arda/n/nindamos.html
nisinen	Nísinen	The fragrant lake above Eldalondë	Encyclopedia Arda	http://www.glyphweb.com/arda/n/nisinen.html
nivrim	Nivrim	The westernmost woods of Doriath	Encyclopedia Arda	http://www.glyphweb.com/arda/n/nivrim.html
nobottle	Nobottle	A village of the northwestern Shire	Encyclopedia Arda	http://www.glyphweb.com/arda/n/nobottle.html
nobottle	Cities and Towns		The Thain's Book	http://www.tuckborough.net/towns.html
nobottle	Nobottle		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nobottle
nogrod	Nogrod	Ancient citadel of the Dwarves	Encyclopedia Arda	http://www.glyphweb.com/arda/n/nogrod.html
noirinan	Noirinan	The Valley of the Tombs	Encyclopedia Arda	http://www.glyphweb.com/arda/n/noirinan.html
northfarthing	Northfarthing of the Shire		Encyclopedia Arda	http://www.glyphweb.com/arda/n/northfarthing.html
northfarthing	North Farthing		Tolkien Gateway	http://www.tolkiengateway.net/wiki/North_Farthing
nuath	Núath	The woodlands south of Nevrast	Encyclopedia Arda	http://www.glyphweb.com/arda/n/nuath.html
numenor	Akallabëth / Akallabêth	A name for Downfallen Númenor	Encyclopedia Arda	http://www.glyphweb.com/arda/a/akallabeth.html
numenor	Atalantë	A name for the Downfallen isle	Encyclopedia Arda	http://www.glyphweb.com/arda/a/atalante.html
numenor	Land of Gift	"Andor, a name for the island of Númenor"	Encyclopedia Arda	http://www.glyphweb.com/arda/l/landofgift.html
numenor	Númenor	Ancient home of the Dúnedain	Encyclopedia Arda	http://www.glyphweb.com/arda/n/numenor.html
numenor	Númenórë	The Quenya form of the name Númenor	Encyclopedia Arda	http://www.glyphweb.com/arda/n/numenore.html
numenor	Westernesse	The land of Númenor	Encyclopedia Arda	http://www.glyphweb.com/arda/w/westernesse.html
numenor	Yôzâyan	The Land of Gift	Encyclopedia Arda	http://www.glyphweb.com/arda/y/yozayan.html
numenor	Anadûnê		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Anad%C3%BBn%C3%AA
numenor	Atalantë		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Atalant%C3%AB
nurn	Nurn		Encyclopedia Arda	http://www.glyphweb.com/arda/n/nurn.html
nurn	Nurn		The Thain's Book	http://www.tuckborough.net/lands.html#Nurn
nurn	Nurn		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nurn
nurnen	Núrnen / Lake Núrnen	Mordors inland sea	Encyclopedia Arda	http://www.glyphweb.com/arda/l/lakenurnen.html
nurnen	Núrnen / Sea of Núrnen	Mordors great inland sea	Encyclopedia Arda	http://www.glyphweb.com/arda/s/seaofnurnen.html
nurnen	Sea of Núrnen		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Sea_of_N%C3%BArnen
oatbarton	Oatbarton	A settlement of the Shire's Northfarthing	Encyclopedia Arda	http://www.glyphweb.com/arda/o/oatbarton.html
oatbarton	Oatbarton		The Thain's Book	http://www.tuckborough.net/towns.html#Oatbarton
oatbarton	Oatbarton		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Oatbarton
old-grange	Old Grange		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Old_Grange
old-guesthouse	Old Guesthouse		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Old_Guesthouse
old-mill	Old Mill	The mill of the Hobbiton	Encyclopedia Arda	http://www.glyphweb.com/arda/o/oldmill.html
old-mill	The Mill		The Thain's Book	http://www.tuckborough.net/pubbldg.html#Mill
old-mill	Mill / Sandyman's Mill / Old Mill		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Old_Mill
onodlo	Entwash / River Entwash	The broad river that flowed out of Fangorn	Encyclopedia Arda	http://www.glyphweb.com/arda/e/entwash.html
onodlo	Onodló	The ancient Elvish name for the Entwash	Encyclopedia Arda	http://www.glyphweb.com/arda/o/onodlo.html
onodlo	Entwash		The Thain's Book	http://www.tuckborough.net/rivers.html#Entwash
onodlo	Onodló		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Onodl%C3%B3
onodlo	River Entwash		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Entwash
orfalch-echor	Orfalch Echor	The Way of Escape	Encyclopedia Arda	http://www.glyphweb.com/arda/o/orfalchechor.html
orocarni	Orocarni	The red mountains above Cuiviénen	Encyclopedia Arda	http://www.glyphweb.com/arda/o/orocarni.html
orod-gram	Gram / Mount Gram	The domain of Golfimbul	Encyclopedia Arda	http://www.glyphweb.com/arda/m/mountgram.html
orod-gram	Mount Gram		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Mount_Gram
orod-rerir	Rerir / Mount Rerir	The mountain above Lake Helevorn	Encyclopedia Arda	http://www.glyphweb.com/arda/r/rerir.html
orodruin	Amon Amarth	The literal translation of Mount Doom	Encyclopedia Arda	http://www.glyphweb.com/arda/a/amonamarth.html
orodruin	Fiery Mountain	The flaming peak of Orodruin	Encyclopedia Arda	http://www.glyphweb.com/arda/f/fierymountain.html
orodruin	Fire-mountain	A name for Orodruin	Encyclopedia Arda	http://www.glyphweb.com/arda/f/firemountain.html
orodruin	Mount Doom	The Fire-mountain of Orodruin	Encyclopedia Arda	http://www.glyphweb.com/arda/m/mountdoom.html
orodruin	Mountain of Fire	Orodruin in the heart of Mordor	Encyclopedia Arda	http://www.glyphweb.com/arda/m/mountainoffire.html
orodruin	Orodruin	Mount Doom	Encyclopedia Arda	http://www.glyphweb.com/arda/o/orodruin.html
orodruin	Mount Doom		The Thain's Book	http://www.tuckborough.net/mountains.html#Mount%20Doom
orodruin	Amon Amarth		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Amon_Amarth
orodruin	Orodruin / Mount Doom		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Mount_Doom
oromet	Oromet	The hill on which Tar-Minastir's tower stood	Encyclopedia Arda	http://www.glyphweb.com/arda/o/oromet.html
orrostar	Orrostar		Encyclopedia Arda	http://www.glyphweb.com/arda/o/orrostar.html
orthanc	Mount Fang	A name for the tower of Orthanc	Encyclopedia Arda	http://www.glyphweb.com/arda/m/mountfang.html
orthanc	Orthanc	The unbreachable tower within the Ring of Isengard	Encyclopedia Arda	http://www.glyphweb.com/arda/o/orthanc.html
orthanc	Tower of Orthanc	Stronghold of Saruman	Encyclopedia Arda	http://www.glyphweb.com/arda/t/toweroforthanc.html
orthanc	Isengard & Orthanc		The Thain's Book	http://www.tuckborough.net/isengard.html
orthanc	Orthanc		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Orthanc
osgiliath	Osgiliath	The ancient capital of Gondor	Encyclopedia Arda	http://www.glyphweb.com/arda/o/osgiliath.html
osgiliath	Osgiliath		The Thain's Book	http://www.tuckborough.net/towns.html#Osgiliath
osgiliath	Citadel of Stars / Osgiliath		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Osgiliath
ossiriand	Ossiriand		Encyclopedia Arda	http://www.glyphweb.com/arda/o/ossiriand.html
ossiriand	Ossiriand		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ossiriand
ost-in-edhil	Ost-in-Edhil	The city of the Elves of Eregion	Encyclopedia Arda	http://www.glyphweb.com/arda/o/ostinedhil.html
ost-in-edhil	Ost-in-Edhil		The Thain's Book	http://www.tuckborough.net/towns.html#Ost-in-Edhil
ost-in-edhil	Ost-in-Edhil		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ost-in-Edhil
overbourn-marshes	Overbourn Marshes		The Thain's Book	http://www.tuckborough.net/marshes.html#Overbourn%20Marshes
overbourn-marshes	Overbourn Marshes		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Overbourn_Marshes
overhill	Overhill	The village beyond Hobbiton Hill	Encyclopedia Arda	http://www.glyphweb.com/arda/o/overhill.html
overhill	Overhill		The Thain's Book	http://www.tuckborough.net/towns.html#Overhill
overhill	Overhill		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Overhill
parth-celebrant	Field of Celebrant	The site of Eorls great victory	Encyclopedia Arda	http://www.glyphweb.com/arda/f/fieldofcelebrant.html
parth-celebrant	Parth Celebrant	The southern lands of old Lórien	Encyclopedia Arda	http://www.glyphweb.com/arda/p/parthcelebrant.html
parth-celebrant	Field of Celebrant		The Thain's Book	http://www.tuckborough.net/plains.html#Celebrant
parth-celebrant	Parth Celebrant / Field of Celebrant		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Field_of_Celebrant
parth-cormallen	Field of Cormallen	A garth of Ithilien	Encyclopedia Arda	http://www.glyphweb.com/arda/c/cormallen.html
parth-cormallen	Cormallen / Field of Cormallen		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Field_of_Cormallen
parth-galen	Parth Galen	The green lawn beneath Amon Hen	Encyclopedia Arda	http://www.glyphweb.com/arda/p/parthgalen.html
parth-galen	Parth Galen		The Thain's Book	http://www.tuckborough.net/plains.html#Parth%20Galen
parth-galen	Parth Galen		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Parth_Galen
party-field	Party Field	The field of Bilbos farewell feast	Encyclopedia Arda	http://www.glyphweb.com/arda/p/partyfield.html
party-field	Party Field		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Party_Field
pelargir	Pelargir	Haven of the Kings of Gondor	Encyclopedia Arda	http://www.glyphweb.com/arda/p/pelargir.html
pelargir	Pelargir		The Thain's Book	http://www.tuckborough.net/towns.html#Pelargir
pelargir	Pelargir		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Pelargir
pelennor	Pelennor Fields / Pelennor	The fields and townlands of Minas Tirith	Encyclopedia Arda	http://www.glyphweb.com/arda/p/pelennor.html
pelennor	Pelennor		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Pelennor
pelori	Pelóri	The Mountains of Defence	Encyclopedia Arda	http://www.glyphweb.com/arda/p/pelori.html
pend-dimrill	Dimrill Stair	The pass down into the Dimrill Dale	Encyclopedia Arda	http://www.glyphweb.com/arda/d/dimrillstair.html
pend-dimrill	Dimrill Stair		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Dimrill_Stair
pendlanthir	Stair Falls	The falls of the Sirannon	Encyclopedia Arda	http://www.glyphweb.com/arda/s/stairfalls.html
pendlanthir	Stair Falls		The Thain's Book	http://www.tuckborough.net/rivers.html#Stair
pendlanthir	Stair Falls		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Stair_Falls
penduireb	Endless Stair	The stair that led to Durins Tower	Encyclopedia Arda	http://www.glyphweb.com/arda/e/endlessstair.html
penduireb	Endless Stair		The Thain's Book	http://www.tuckborough.net/otherbuildings.html#Endless-Stair
penduireb	Endless Stair		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Endless_Stair
perth-ninglor	Gladden Fields	The fields at the mouth of the Gladden River	Encyclopedia Arda	http://www.glyphweb.com/arda/g/gladdenfields.html
perth-ninglor	Gladden Fields		The Thain's Book	http://www.tuckborough.net/marshes.html#Gladden
perth-ninglor	Gladden Fields		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Gladden_Fields
pincup	Pincup	A village of the Shires Southfarthing	Encyclopedia Arda	http://www.glyphweb.com/arda/p/pincup.html
pincup	Pincup		The Thain's Book	http://www.tuckborough.net/towns.html#Pincup
pincup	Pincup		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Pincup
pindungol	Stairs of Cirith Ungol	The hidden way into the Ephel Dúath	Encyclopedia Arda	http://www.glyphweb.com/arda/s/stairsofcirithungol.html
pindungol	Stairs of Cirith Ungol		The Thain's Book	http://www.tuckborough.net/otherbuildings.html#Stairs-Cirith-Ungol
pinnath-gelin	Green Hills of Gondor	Pinnath Gelin in western Gondor	Encyclopedia Arda	http://www.glyphweb.com/arda/g/greenhillsgondor.html
pinnath-gelin	Pinnath Gelin	The Green Hills of western Gondor	Encyclopedia Arda	http://www.glyphweb.com/arda/p/pinnathgelin.html
pinnath-gelin	Pinnath Gelin / Green Hills		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Pinnath_Gelin
poros	Poros / River Poros	The southern border-river of Ithilien	Encyclopedia Arda	http://www.glyphweb.com/arda/p/poros.html
poros	Poros		The Thain's Book	http://www.tuckborough.net/rivers.html#Poros
poros	Poros		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Poros
prancing-pony	Inn of Bree		Encyclopedia Arda	http://www.glyphweb.com/arda/i/innofbree.html
prancing-pony	Inn of Bree	The Prancing Pony	Encyclopedia Arda	http://www.glyphweb.com/arda/i/innofbree.html
prancing-pony	Prancing Pony		The Thain's Book	http://www.tuckborough.net/pubbldg.html#Prancing%20Pony
prancing-pony	Prancing Pony		Tolkien Gateway	http://www.tolkiengateway.net/wiki/The_Prancing_Pony
prancy-pony	Prancing Pony	The Inn of Bree	Encyclopedia Arda	http://www.glyphweb.com/arda/p/prancingpony.html
rammas-echor	Rammas Echor	The boundary wall of the Pelennor Fields	Encyclopedia Arda	http://www.glyphweb.com/arda/r/rammasechor.html
rammas-echor	Rammas Echor		The Thain's Book	http://www.tuckborough.net/otherbuildings.html#Rammas
rammas-echor	Rammas Echor		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Rammas_Echor
ras-belar	Cape Balar	The cape to the west of Arvernien	Encyclopedia Arda	http://www.glyphweb.com/arda/c/capebalar.html
ras-morthil	Ras Morthil	The northwestern limit of the Bay of Belfalas	Encyclopedia Arda	http://www.glyphweb.com/arda/r/rasmorthil.html
ras-morthil	Andrast		The Thain's Book	http://www.tuckborough.net/coastal.html#Andrast
ras-morthil	Ras Morthil		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ras_Morthil
rath-celerdain	Lampwrights' Street	Rath Celerdain in Minas Tirith	Encyclopedia Arda	http://www.glyphweb.com/arda/l/lampwrightsstreet.html
rath-celerdain	Rath Celerdain	A street of Minas Tirith	Encyclopedia Arda	http://www.glyphweb.com/arda/r/rathcelerdain.html
rath-celerdain	"Rath Celerdain, the Lampwrights' Street"		The Thain's Book	http://www.tuckborough.net/roads.html#Lampwrights
rath-celerdain	Lampwrights' Street		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Lampwrights%27_Street
rath-celerdain	Rath Celerdain		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Rath_Celerdain
rath-dinen	Rath Dínen	The Silent Street	Encyclopedia Arda	http://www.glyphweb.com/arda/r/rathdinen.html
rath-dinen	Silent Street	Minas Tiriths street of tombs	Encyclopedia Arda	http://www.glyphweb.com/arda/s/silentstreet.html
rath-dinen	Rath Dínen		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Rath_D%C3%ADnen
rath-harad	South Lane		The Thain's Book	http://www.tuckborough.net/roads.html#South-Lane
rath-harad	South Lane		Tolkien Gateway	http://www.tolkiengateway.net/wiki/South_Lane
rath-harad-iaur	North-South Road (Greenway)		The Thain's Book	http://www.tuckborough.net/roads.html#North-South
rath-morgul	Morgul-road	The road that passed Minas Morgul	Encyclopedia Arda	http://www.glyphweb.com/arda/m/morgulroad.html
rathloriel	Rathlóriel	Goldenbed	Encyclopedia Arda	http://www.glyphweb.com/arda/r/rathloriel.html
records-chamber	Chamber of Records	The Chamber of Mazarbul in Khazad-dûm	Encyclopedia Arda	http://www.glyphweb.com/arda/c/chamberofrecords.html
records-chamber	Chamber of Mazarbul		The Thain's Book	http://www.tuckborough.net/otherbuildings.html#Chamber-Mazarbul
region	Region / Forest of Region		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Forest_of_Region
reunited-kingdom	Reunited Kingdom		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Reunited_Kingdom
rhimdath	Rushdown / River Rushdown	A northern tributary of the Anduin	Encyclopedia Arda	http://www.glyphweb.com/arda/r/rushdown.html
